"ticket_id,","ticket_date,","ticket_desc"
9010,"2015-04-17 16:15:29","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
95747,"2015-04-16 00:56:04","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
77411,"2015-04-16 00:15:23","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
12159,"2015-05-06 00:24:27","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
34646,"2015-06-02 06:32:52","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
68159,"2015-05-17 13:29:54","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
12160,"2015-05-24 14:47:01","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
79407,"2015-04-15 00:07:56","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
95649,"2015-06-10 00:46:54","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
13494,"2015-07-06 14:09:09","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
55554,"2015-04-05 21:16:44","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
65108,"2015-05-28 23:05:51","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
9459,"2015-04-12 16:52:59","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
83981,"2015-04-07 12:03:49","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
14014,"2015-04-25 04:13:44","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
14040,"2015-06-14 20:28:46","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
3215,"2015-05-04 02:25:13","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
35852,"2015-04-06 02:02:35","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
23931,"2015-05-27 14:55:09","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
99448,"2015-05-28 19:14:58","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
2548,"2015-04-17 21:53:48","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
25014,"2015-04-16 20:34:21","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
7697,"2015-04-15 09:14:58","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
59346,"2015-07-01 21:27:50","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
23297,"2015-05-10 00:52:17","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
81513,"2015-05-20 06:24:29","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
29166,"2015-05-06 03:52:10","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
62645,"2015-05-04 16:42:04","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
88079,"2015-04-04 04:18:00","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
76034,"2015-05-25 15:24:42","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
96634,"2015-04-18 12:21:25","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
22289,"2015-05-30 13:29:40","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
53438,"2015-06-25 02:26:14","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
45434,"2015-04-21 04:15:04","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
84376,"2015-07-04 04:04:10","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
12284,"2015-06-13 16:16:31","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
18327,"2015-05-05 21:12:21","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
20213,"2015-04-25 03:18:15","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
30509,"2015-07-10 01:52:06","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
16781,"2015-04-11 18:12:56","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
71747,"2015-04-07 04:34:09","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
23247,"2015-06-20 05:49:44","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
84130,"2015-07-01 20:31:27","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
10961,"2015-06-19 18:05:19","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
26657,"2015-05-06 01:22:19","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
28622,"2015-05-17 12:46:18","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
15821,"2015-05-06 08:15:54","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
77952,"2015-05-12 13:40:11","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
27317,"2015-04-03 12:23:32","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
66233,"2015-04-05 07:33:25","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
57406,"2015-06-10 06:12:25","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
77076,"2015-05-21 00:28:30","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
83656,"2015-06-30 11:16:23","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
48934,"2015-04-10 12:24:01","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
17014,"2015-05-19 06:44:58","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
96736,"2015-05-01 11:00:04","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
98302,"2015-04-28 10:39:49","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
11158,"2015-06-03 00:40:46","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
8125,"2015-06-01 16:24:57","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
22920,"2015-04-08 03:53:02","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
48516,"2015-06-14 22:06:37","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
17340,"2015-04-20 05:19:17","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
33219,"2015-05-23 02:18:55","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
30199,"2015-05-07 08:23:13","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
22328,"2015-05-19 02:33:32","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
35423,"2015-06-02 14:02:53","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
20414,"2015-06-22 08:52:06","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
25489,"2015-04-29 15:04:38","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
93718,"2015-06-02 11:19:13","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
94987,"2015-06-13 23:52:48","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
68155,"2015-06-02 07:11:59","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
92978,"2015-06-24 18:00:37","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
4977,"2015-04-05 18:12:49","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
19049,"2015-06-06 19:44:28","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
24006,"2015-05-17 00:05:58","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
66486,"2015-04-12 10:24:25","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
42538,"2015-04-17 06:51:57","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
5616,"2015-05-26 01:46:07","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
286,"2015-05-04 06:18:28","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
90338,"2015-05-16 05:26:00","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
60169,"2015-04-22 10:11:27","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
95274,"2015-05-08 20:32:54","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
89246,"2015-06-30 07:21:45","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
13434,"2015-05-28 20:13:05","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
83714,"2015-06-19 13:24:53","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
64373,"2015-04-15 22:50:29","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
19700,"2015-05-28 01:03:36","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
78047,"2015-06-13 18:22:56","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
54295,"2015-05-28 13:20:38","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
3316,"2015-05-15 12:26:21","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
57885,"2015-07-04 04:15:35","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
55195,"2015-07-02 08:04:48","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
53664,"2015-04-11 19:31:39","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
98491,"2015-04-04 05:24:54","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
95421,"2015-05-18 16:16:33","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
58051,"2015-04-09 20:50:28","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
9591,"2015-04-01 06:17:14","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
73238,"2015-05-11 14:38:24","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
23342,"2015-06-07 22:27:52","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
92329,"2015-04-07 16:27:03","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
75637,"2015-06-27 16:16:34","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
22998,"2015-05-10 13:07:48","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
32412,"2015-05-12 06:53:15","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
91034,"2015-06-20 11:56:14","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
63922,"2015-07-10 01:59:02","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
78174,"2015-06-22 15:13:12","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
73450,"2015-05-31 20:55:46","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
81415,"2015-05-14 05:06:05","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
13961,"2015-04-13 18:55:20","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
72112,"2015-06-23 23:22:57","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
66640,"2015-06-15 20:04:57","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
25063,"2015-06-25 06:15:46","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
44810,"2015-05-22 18:29:24","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
93782,"2015-06-09 23:57:38","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
19400,"2015-06-14 02:47:03","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
26661,"2015-06-22 08:06:46","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
71111,"2015-06-10 05:48:57","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
17228,"2015-06-04 19:11:06","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
76909,"2015-07-07 00:25:44","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
93925,"2015-06-05 17:19:00","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
63319,"2015-04-05 06:34:27","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
6952,"2015-05-01 21:24:54","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
34401,"2015-07-02 08:52:06","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
46747,"2015-06-04 10:09:06","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
12625,"2015-04-08 08:15:34","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
51656,"2015-06-17 03:19:43","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
69738,"2015-04-06 08:01:34","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
82924,"2015-04-06 20:15:20","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
33875,"2015-04-17 07:51:03","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
11578,"2015-05-27 10:18:47","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
48655,"2015-04-06 14:57:38","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
10815,"2015-07-02 05:27:36","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
8292,"2015-04-15 02:13:35","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
93352,"2015-05-28 03:49:29","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
45200,"2015-07-02 03:31:57","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
3999,"2015-05-25 06:08:17","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
82299,"2015-06-06 17:23:11","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
47963,"2015-06-16 14:50:06","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
77332,"2015-05-31 03:44:50","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
93869,"2015-04-21 23:47:01","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
32994,"2015-06-19 19:24:25","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
7929,"2015-05-09 12:56:21","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
81538,"2015-04-27 00:42:25","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
10286,"2015-04-25 15:42:18","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
60826,"2015-06-28 07:55:51","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
38516,"2015-04-20 17:21:08","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
16035,"2015-06-03 05:34:10","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
40450,"2015-04-06 23:28:07","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
98381,"2015-04-05 15:49:05","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
93537,"2015-05-13 11:27:05","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
30756,"2015-06-19 14:09:19","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
87169,"2015-06-20 16:41:14","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
56067,"2015-04-26 17:14:16","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
74487,"2015-07-09 22:27:55","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
76355,"2015-04-13 20:16:50","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
50452,"2015-05-30 00:28:42","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
69875,"2015-04-27 23:22:46","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
56822,"2015-05-20 16:14:29","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
95031,"2015-04-25 22:40:31","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
86444,"2015-06-12 06:51:11","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
6640,"2015-04-08 12:08:35","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
76602,"2015-05-29 06:40:35","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
98148,"2015-06-28 06:24:31","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
2371,"2015-07-02 20:00:45","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
87586,"2015-06-26 23:42:39","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
26600,"2015-05-21 18:03:59","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
5465,"2015-04-10 15:22:57","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
28088,"2015-04-10 16:24:30","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
51754,"2015-04-17 16:09:22","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
1189,"2015-04-26 09:53:40","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
48649,"2015-04-09 12:31:35","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
86353,"2015-05-15 08:29:04","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
94398,"2015-04-29 21:48:07","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
38000,"2015-04-30 10:55:24","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
49988,"2015-04-08 13:07:41","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
73275,"2015-06-05 23:26:50","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
45390,"2015-05-17 10:40:41","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
19683,"2015-04-15 08:52:41","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
25560,"2015-05-08 18:17:40","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
27825,"2015-06-06 17:02:52","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
18957,"2015-04-19 15:13:40","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
27929,"2015-07-03 15:44:07","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
59900,"2015-06-17 07:16:04","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
57592,"2015-05-24 15:35:52","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
79803,"2015-05-05 07:14:01","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
74114,"2015-06-24 11:17:00","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
11933,"2015-04-11 23:03:24","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
20050,"2015-04-17 11:06:13","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
71129,"2015-06-15 22:57:32","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
12980,"2015-04-03 16:51:36","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
34209,"2015-07-10 02:24:03","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
20829,"2015-05-09 22:42:33","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
8057,"2015-04-25 08:52:17","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
5764,"2015-04-23 19:48:15","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
90307,"2015-05-27 22:50:46","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
52550,"2015-05-06 06:31:31","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
7871,"2015-05-08 03:25:43","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
79722,"2015-06-10 06:05:49","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
25216,"2015-06-25 01:38:12","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
7382,"2015-04-12 02:18:29","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
69076,"2015-07-02 05:28:22","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
18916,"2015-05-03 17:41:15","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
55800,"2015-05-24 17:13:32","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
66126,"2015-04-16 00:19:15","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
35790,"2015-06-11 17:24:48","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
987,"2015-07-02 04:59:17","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
95944,"2015-05-29 17:03:42","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
3846,"2015-05-25 13:47:53","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
61555,"2015-06-11 03:07:06","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
21621,"2015-07-08 23:34:36","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
93469,"2015-07-02 22:22:35","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
73050,"2015-05-01 19:30:29","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
