ticket_id,ticket_date,ticket_desc
7302,"2015-05-01 15:15:15","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
30090,"2015-05-10 02:02:55","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
62989,"2015-06-28 00:49:08","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
89242,"2015-04-10 01:54:15","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
88475,"2015-06-11 22:52:47","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
30313,"2015-05-31 22:37:15","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
14202,"2015-07-09 11:03:53","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
85277,"2015-04-11 05:58:49","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
47296,"2015-07-10 04:45:40","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
44308,"2015-05-04 16:58:43","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
90880,"2015-06-12 00:43:39","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
48746,"2015-06-19 22:37:21","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
31394,"2015-04-22 05:40:46","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
33038,"2015-04-26 02:18:07","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
7062,"2015-05-22 10:14:26","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
97962,"2015-04-27 01:11:20","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
82100,"2015-07-10 11:59:29","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
49444,"2015-07-04 22:08:24","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
98165,"2015-04-30 08:39:01","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
22166,"2015-05-12 19:31:27","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
57192,"2015-06-29 10:38:47","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
55486,"2015-05-11 12:42:02","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
29699,"2015-04-22 08:18:35","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
13858,"2015-06-04 06:31:01","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
78614,"2015-05-25 09:35:58","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
40823,"2015-06-08 15:12:01","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
4926,"2015-05-26 19:55:33","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
67869,"2015-05-25 18:52:41","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
32251,"2015-06-09 04:29:01","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
69328,"2015-05-04 04:06:31","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
18718,"2015-07-01 09:53:47","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
91112,"2015-05-14 10:53:32","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
18350,"2015-05-31 03:35:45","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
42412,"2015-05-02 19:55:34","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
93965,"2015-04-15 19:38:40","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
93792,"2015-05-20 16:30:50","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
94850,"2015-06-10 09:02:36","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
88324,"2015-06-18 19:56:54","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
99904,"2015-06-08 17:39:14","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
32486,"2015-05-08 19:03:42","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
14412,"2015-04-27 02:21:30","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
29550,"2015-06-11 12:27:28","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
54565,"2015-04-28 09:34:58","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
14925,"2015-05-25 20:47:01","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
10282,"2015-04-22 22:06:11","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
37415,"2015-06-02 19:04:24","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
617,"2015-05-13 06:22:23","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
62947,"2015-05-28 13:47:21","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
51062,"2015-06-10 05:52:45","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
95925,"2015-04-30 21:08:54","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
64707,"2015-04-03 08:31:13","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
4121,"2015-04-30 09:36:07","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
96518,"2015-07-08 08:24:00","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
66013,"2015-05-12 15:47:29","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
67825,"2015-05-29 13:31:48","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
12955,"2015-06-02 09:59:12","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
12061,"2015-07-03 03:19:59","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
1638,"2015-06-16 22:11:57","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
76452,"2015-05-19 13:26:44","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
68989,"2015-05-31 08:05:45","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
87896,"2015-07-07 00:04:44","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
42411,"2015-05-01 08:22:04","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
7898,"2015-04-06 03:53:16","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
24118,"2015-04-26 01:50:35","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
39515,"2015-04-04 10:00:07","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
32613,"2015-04-12 07:47:35","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
53731,"2015-05-16 14:32:00","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
11516,"2015-05-28 08:15:06","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
5052,"2015-07-06 04:39:39","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
75178,"2015-05-11 21:48:56","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
14783,"2015-04-23 06:01:08","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
78691,"2015-04-24 20:51:27","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
60953,"2015-05-22 06:13:35","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
86907,"2015-06-05 22:53:13","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
4310,"2015-06-06 17:34:52","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
55498,"2015-04-20 21:29:43","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
71353,"2015-06-17 09:31:55","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
92145,"2015-05-08 06:21:38","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
33233,"2015-05-30 21:35:48","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
27998,"2015-06-26 14:30:57","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
9604,"2015-04-21 15:09:23","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
78909,"2015-06-25 09:18:56","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
32547,"2015-05-12 04:20:18","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
97206,"2015-05-01 02:27:06","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
84739,"2015-05-20 06:53:05","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
8219,"2015-06-03 06:04:33","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
12113,"2015-06-05 19:20:46","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
23405,"2015-04-27 18:19:56","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
979,"2015-05-01 08:24:42","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
30664,"2015-07-07 12:15:59","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
98898,"2015-06-08 06:06:58","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
89349,"2015-06-10 08:46:58","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
45266,"2015-06-05 04:14:06","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
76788,"2015-07-02 18:12:15","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
9317,"2015-06-08 21:12:32","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
33423,"2015-05-13 23:17:43","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
91208,"2015-07-07 21:25:24","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
20735,"2015-06-20 02:47:31","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
75984,"2015-04-22 23:22:10","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
92003,"2015-05-30 13:51:33","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
17403,"2015-05-15 18:24:03","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
45758,"2015-06-23 09:05:32","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
7582,"2015-04-17 11:24:37","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
56268,"2015-05-23 20:04:34","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
84018,"2015-04-05 01:25:15","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
57373,"2015-04-30 21:47:38","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
51931,"2015-05-30 07:03:20","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
67446,"2015-05-25 08:39:59","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
97170,"2015-06-22 16:38:04","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
25319,"2015-06-01 04:08:10","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
19538,"2015-05-02 00:49:51","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
818,"2015-06-29 23:16:08","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
99094,"2015-05-11 21:43:43","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
33720,"2015-05-18 05:58:48","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
84960,"2015-06-19 22:29:07","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
1293,"2015-05-10 09:50:54","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
84937,"2015-06-26 01:21:15","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
90009,"2015-07-11 14:56:50","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
23439,"2015-06-04 00:20:56","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
10429,"2015-05-24 11:50:03","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
79984,"2015-04-18 21:14:54","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
21900,"2015-06-02 05:31:58","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
17860,"2015-04-17 05:27:16","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
37943,"2015-05-18 02:36:49","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
67100,"2015-07-05 07:48:40","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
26533,"2015-05-06 01:11:41","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
10828,"2015-05-07 05:51:52","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
91720,"2015-04-09 04:00:01","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
14178,"2015-06-01 00:13:14","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
62492,"2015-05-15 13:23:12","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
71645,"2015-05-19 22:40:22","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
30254,"2015-05-13 12:08:03","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
13977,"2015-04-06 04:55:37","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
40740,"2015-05-30 06:57:57","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
11111,"2015-05-19 09:59:12","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
99950,"2015-05-22 17:42:28","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
16691,"2015-04-17 02:17:09","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
45961,"2015-06-17 14:04:17","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
55102,"2015-06-02 04:17:42","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
30244,"2015-05-26 20:39:54","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
34929,"2015-07-02 02:23:22","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
40271,"2015-04-24 08:01:18","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
86110,"2015-05-23 20:29:56","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
82201,"2015-06-25 03:42:12","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
96511,"2015-06-29 08:19:52","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
96558,"2015-04-07 09:47:43","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
12636,"2015-07-03 16:57:56","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
30281,"2015-06-30 09:03:06","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
82280,"2015-06-20 17:52:11","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
25241,"2015-05-19 08:23:00","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
8966,"2015-04-29 13:40:31","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
75488,"2015-06-02 23:03:29","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
43506,"2015-05-21 14:09:04","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
39329,"2015-04-04 19:25:16","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
42713,"2015-05-26 07:46:51","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
59758,"2015-04-07 18:52:39","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
66654,"2015-04-19 09:57:55","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
96230,"2015-05-22 09:41:32","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
30030,"2015-04-24 05:50:19","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
78316,"2015-06-04 08:27:56","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
39155,"2015-04-22 11:59:18","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
13563,"2015-04-11 11:15:50","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
22487,"2015-06-26 00:10:52","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
33148,"2015-04-21 10:50:09","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
24026,"2015-04-10 03:51:49","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
88306,"2015-04-23 21:48:28","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
66212,"2015-04-05 01:13:37","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
10292,"2015-06-05 00:47:01","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
11603,"2015-06-28 11:47:43","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
5810,"2015-06-13 02:21:17","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
16169,"2015-05-23 18:04:12","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
25200,"2015-05-07 14:10:11","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
43693,"2015-04-07 06:39:39","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
15910,"2015-06-23 16:00:40","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
5191,"2015-04-26 21:29:27","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
44422,"2015-05-04 11:43:07","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
27551,"2015-05-24 06:04:59","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
28222,"2015-05-21 22:50:39","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
87589,"2015-07-07 08:04:36","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
16010,"2015-06-26 20:37:34","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
453,"2015-06-19 21:35:37","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
56492,"2015-05-17 20:58:07","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
20450,"2015-06-05 15:12:29","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
301,"2015-05-03 10:48:59","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
31991,"2015-06-27 14:50:19","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
31387,"2015-04-06 22:13:25","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
42133,"2015-07-04 02:23:05","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
90274,"2015-06-27 05:17:24","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
55057,"2015-06-11 23:58:20","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
32428,"2015-07-09 13:36:07","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
46391,"2015-06-22 23:38:47","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
69559,"2015-06-08 19:36:18","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
49893,"2015-04-17 01:12:34","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
57189,"2015-06-24 02:46:57","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
81215,"2015-06-05 11:12:49","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
65984,"2015-06-15 06:02:49","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
13770,"2015-05-11 15:46:46","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
24585,"2015-04-26 14:44:25","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
45903,"2015-04-26 04:52:44","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
76719,"2015-05-25 13:59:30","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
76898,"2015-05-18 00:57:57","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
40396,"2015-05-17 22:46:59","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
54360,"2015-07-10 08:55:40","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
44437,"2015-05-07 12:38:14","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
49588,"2015-04-29 23:06:13","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
57695,"2015-04-17 08:16:28","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
39766,"2015-07-11 01:06:17","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
72167,"2015-04-09 13:08:48","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
23319,"2015-05-15 11:00:05","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
2167,"2015-06-13 16:02:41","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
77360,"2015-05-09 09:01:37","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
30222,"2015-05-09 14:17:47","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
39202,"2015-05-13 11:23:26","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
63068,"2015-07-05 20:06:40","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
7000,"2015-05-22 16:10:35","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
97345,"2015-05-27 09:37:13","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
38136,"2015-07-08 11:57:26","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
20335,"2015-07-07 02:28:37","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
81467,"2015-06-09 09:55:56","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
33200,"2015-05-31 19:01:41","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
92395,"2015-04-24 10:41:56","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
84748,"2015-06-05 09:35:38","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
94661,"2015-05-08 07:25:27","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
6378,"2015-04-22 07:10:14","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
63583,"2015-05-22 23:20:56","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
63596,"2015-06-15 14:14:40","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
39315,"2015-04-28 07:51:50","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
79189,"2015-05-22 20:03:10","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
49561,"2015-04-16 19:58:58","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
6174,"2015-07-09 15:10:15","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
50022,"2015-06-22 18:36:54","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
51204,"2015-04-22 21:41:28","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
28688,"2015-06-07 14:39:01","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
81384,"2015-05-08 15:25:52","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
71860,"2015-04-11 08:53:27","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
94360,"2015-06-14 18:15:18","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
80851,"2015-05-26 09:18:03","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
41825,"2015-04-23 05:18:59","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
85147,"2015-05-01 23:33:58","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
36008,"2015-04-30 03:40:49","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
67555,"2015-05-02 17:31:45","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
74704,"2015-04-18 15:53:48","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
31858,"2015-04-22 14:26:27","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
68195,"2015-06-13 20:36:24","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
96279,"2015-04-24 20:03:54","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
20185,"2015-05-13 06:58:07","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
31523,"2015-04-09 13:51:51","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
99904,"2015-04-22 21:15:01","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
7689,"2015-06-17 21:33:41","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
79757,"2015-07-06 06:48:52","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
67446,"2015-04-10 22:02:51","Customer site returning a 500 instead of site content. Site has been down for 15 minutes."
